news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N000116,2022-05-06,DBBL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC shuts two plants on energy costs,"Dutch-Bangla Bank PLC has deferred its Tk200 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N000345,2016-06-14,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,প্রবাসী আয় 3 প্রান্তিকে 40% বেড়েছে,প্রবাসী আয় 3 প্রান্তিকে 40% বেড়েছে,macro,positive
N001392,2024-01-10,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,Jamuna Oil Company উচ্চ EPS ঘোষণা করেছে,Jamuna Oil Company উচ্চ EPS ঘোষণা করেছে,earnings,positive
N000875,2022-05-04,POWERGRID,Power Grid Company of Bangladesh,Power,bn,Power Grid Company of Bangladesh দুটি কারখানা বন্ধ করেছে,Power Grid Company of Bangladesh দুটি কারখানা বন্ধ করেছে,expansion,negative
N000772,2024-10-14,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company পরবর্তী সপ্তাহে Q2 ফলাফল প্রকাশ করবে,Bangladesh Submarine Cable Company পরবর্তী সপ্তাহে Q2 ফলাফল প্রকাশ করবে,earnings,neutral
N000303,2025-04-03,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,Mutual Trust Bank Limited কে বাংলাদেশ ব্যাংক টাকা 300 কোটি জরিমানা,Mutual Trust Bank Limited কে বাংলাদেশ ব্যাংক টাকা 300 কোটি জরিমানা,regulatory,negative
N001390,2011-11-02,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,Jamuna Oil Company নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,Jamuna Oil Company নতুন পণ্যের জন্য কেন্দ্রীয় ব্যাংকের অনুমোদন পেয়েছে,regulatory,positive
N000209,2020-08-21,EBL,Eastern Bank PLC,Bank,en,"Eastern Bank PLC posts record quarterly profit, beats estimates","Eastern Bank PLC reported Q3 earnings that beat analyst estimates by 15%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 15% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N001179,2020-12-22,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh shares hit lower circuit on loan default rumours,The British American Tobacco Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001487,2024-02-23,DSEX,DSE Broad Index,Index,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 12% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000742,2014-01-07,GP,Grameenphone Limited,Telecom,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000019,2012-06-15,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited sets record date for dividend,"Bank Asia Limited has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N001334,2019-07-13,TITASGAS,Titas Gas Transmission,Gas,en,Court orders asset freeze on Titas Gas Transmission directors,The Titas Gas Transmission CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001506,2020-05-26,DSEX,DSE Broad Index,Index,en,DSE Broad Index shuts two plants on energy costs,"DSE Broad Index has deferred its Tk300 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N000401,2017-05-26,PRIMEBANK,Prime Bank Limited,Bank,en,Prime Bank Limited skips dividend amid cash crunch,"Prime Bank Limited will not declare a dividend this year, the board announced, citing a 20% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000447,2024-10-01,PRIMEBANK,Prime Bank Limited,Bank,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 40% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000430,2017-12-08,PRIMEBANK,Prime Bank Limited,Bank,en,BSEC issues new disclosure rules affecting Prime Bank Limited,BSEC has issued new disclosure rules that will affect how Prime Bank Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000297,2017-03-03,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,বাংলাদেশে মুদ্রাস্ফীতি 20% এ উঠেছে,বাংলাদেশে মুদ্রাস্ফীতি 20% এ উঠেছে,macro,negative
N000597,2013-04-29,RENATA,Renata Limited,Pharma,en,BSEC issues new disclosure rules affecting Renata Limited,BSEC has issued new disclosure rules that will affect how Renata Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000989,2024-07-26,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Audit flags irregularities at Heidelberg Cement Bangladesh,"Heidelberg Cement Bangladesh swung to a loss in Q2 as rising input costs and weaker demand eroded margins. Revenue fell 40% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N001426,2020-07-22,CUSTOMERS,Customer's Care PLC,Services,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 35% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000905,2025-12-01,SUMITPOWER,Summit Power International,Power,en,Audit flags irregularities at Summit Power International,"Summit Power International swung to a loss in Q1 as rising input costs and weaker demand eroded margins. Revenue fell 40% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000282,2019-10-20,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,macro,negative
N001183,2024-11-06,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh auditors resign over accounting concerns,The British American Tobacco Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000336,2017-01-13,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,Court orders asset freeze on Mutual Trust Bank Limited directors,The Mutual Trust Bank Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001341,2018-05-25,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,Titas Gas Transmission এর বিরুদ্ধে অভ্যন্তরীণ বাণিজ্যের তদন্ত,scandal,negative
N000938,2014-01-03,SUMITPOWER,Summit Power International,Power,bn,Summit Power International তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,Summit Power International তৃতীয় প্রান্তিকে লক্ষ্যমাত্রা অর্জন করতে পারেনি,earnings,negative
N000623,2026-03-06,ACI,ACI Limited,Pharma,en,ACI Limited board approves financial statements,"ACI Limited is scheduled to release its Q2 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N001454,2019-03-20,DSEX,DSE Broad Index,Index,en,DSE Broad Index CEO arrested in loan scam,The DSE Broad Index CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000111,2015-10-16,DBBL,Dutch-Bangla Bank PLC,Bank,en,BSEC issues new disclosure rules affecting Dutch-Bangla Bank PLC,BSEC has issued new disclosure rules that will affect how Dutch-Bangla Bank PLC reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N001189,2013-07-04,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh cleared by ACC in corruption probe,British American Tobacco Bangladesh secured Bangladesh Bank approval to launch a new product in the tobacco segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
